"Message",Low,"Tehtävä AssemblyClosureTask"
"Message",Low,"Tehtävän AssemblyClosureTask suoritus on valmis."
"Message",Low,"Tehtävä ILTransformTask"
"Message",Normal,"Running 'ResolveSelfReferences' transform, heap at 25 MB."
"Message",Normal,"Running 'RemoveDuplicateMembers' transform, heap at 35 MB."
"Message",Normal,"Running 'PortableLib' transform, heap at 35 MB."
"Message",Normal,"Running 'WriteAssemblies' transform, heap at 40 MB."
"Message",Normal,""
"Message",Normal,"Transform summary"
"Message",Normal,"    ms | heap delta | name"
"Message",Normal,"   105 |         10 | ResolveSelfReferences"
"Message",Normal,"    59 |          5 | PortableLib"
"Message",Normal,"    13 |          0 | WriteAssemblies"
"Message",Normal,"     0 |          0 | RemoveDuplicateMembers"
"Message",Low,"Tehtävän ILTransformTask suoritus on valmis."
"Message",Low,"Käytetään tehtävää Copy kokoonpanosta Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a."
"Message",Low,"Tehtävä Copy"
"Message",Normal,"Kopioidaan tiedosto kohteesta C:\Adafy\Apps\Veikkausliiga\Veikkausliiga\obj\x86\Release\ilc\in\Veikkausliiga.pdb kohteeseen C:\Adafy\Apps\Veikkausliiga\Veikkausliiga\obj\x86\Release\ilc\intermediate\PreMergeILTransformed\Veikkausliiga.pdb."
"Message",Low,"Tehtävän Copy suoritus on valmis."
"Message",Low,"Tehtävä Copy"
"Message",Normal,"Kopioidaan tiedosto kohteesta C:\Adafy\Apps\Veikkausliiga\Veikkausliiga\obj\x86\Release\ilc\in\Veikkausliiga.exe kohteeseen C:\Adafy\Apps\Veikkausliiga\Veikkausliiga\obj\x86\Release\ilc\intermediate\PreMergeILTransformed\Veikkausliiga.exe."
"Message",Low,"Tehtävän Copy suoritus on valmis."
"Message",Low,"Tehtävä Copy ohitettiin virheellisen ehdon takia. Kohteen ('$(HasMcgPatchDlls)'=='true') arvoksi arvioitiin (''=='true')."
"Message",Low,"Kohteen PreResolveTransforms koonti projektissa Unnamed_1 valmis."
"Message",Low,"Projektin C:\Adafy\Apps\Veikkausliiga\Veikkausliiga\Unnamed_1 tiedoston C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x86\ilc\IlcInternals.targets kohde InitInputResourceName (kohde RunILTransforms on riippuvainen siitä):"
"Message",Low,"Tehtävä ResolveFilePathTask ohitettiin virheellisen ehdon takia. Kohteen ('$(InputPath)' != '' and Exists('$(InputPath)\obj\')) arvoksi arvioitiin ('C:\Adafy\Apps\Veikkausliiga\Veikkausliiga\obj\x86\Release\ilc\in' != '' and Exists('C:\Adafy\Apps\Veikkausliiga\Veikkausliiga\obj\x86\Release\ilc\in\obj\'))."
"Message",Low,"Käytetään tehtävää ResolveFilePathTask kokoonpanosta Microsoft.Build.ILTasks."
"Message",Low,"Tehtävä ResolveFilePathTask"
"Message",Low,"Tehtävän ResolveFilePathTask suoritus on valmis."
"Message",Low,"Kohteen InitInputResourceName koonti projektissa Unnamed_1 valmis."
"Message",Low,"Kohde PreResolveTransforms ohitettiin. Aikaisempi koonti on onnistunut."
"Message",Low,"Projektin C:\Adafy\Apps\Veikkausliiga\Veikkausliiga\Unnamed_1 tiedoston C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x86\ilc\IlcInternals.targets kohde SetForSharedInputs (kohde ResolveInitialReferences on riippuvainen siitä):"
"Message",Low,"Kohde SetForSharedInputs kootaan täysin."
"Message",Low,"Syötetiedostoja ei määritetty."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyListPath)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\SharedAssemblyList.txt'))."
"Message",Low,"Käytetään tehtävää ReadLinesFromFile kokoonpanosta Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a."
"Message",Low,"Tehtävä ReadLinesFromFile"
"Message",Low,"Tehtävän ReadLinesFromFile suoritus on valmis."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\SharedAssemblyILMergeInfo.csv'))."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\SharedLibrary.iltransformtoc.ildll'))."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Collections.iltoc'))."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Collections.Concurrent.iltoc'))."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Diagnostics.Tracing.iltoc'))."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Dynamic.Runtime.iltoc'))."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.IO.iltoc'))."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Linq.iltoc'))."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Linq.Expressions.iltoc'))."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.ObjectModel.iltoc'))."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.CoreLib.iltoc'))."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Interop.iltoc'))."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Reflection.iltoc'))."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Reflection.Core.iltoc'))."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Reflection.Execution.iltoc'))."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Reflection.Metadata.iltoc'))."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Threading.iltoc'))."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.TypeLoader.iltoc'))."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Uri.iltoc'))."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Reflection.Extensions.iltoc'))."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Reflection.Primitives.iltoc'))."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Reflection.TypeExtensions.iltoc'))."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Resources.ResourceManager.iltoc'))."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Runtime.Extensions.iltoc'))."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Runtime.Implementation.iltoc'))."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Text.RegularExpressions.iltoc'))."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.SharedLibrary.Interop.Generated.iltoc'))."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Collections.iltocpdb'))."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Collections.Concurrent.iltocpdb'))."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Diagnostics.Tracing.iltocpdb'))."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Dynamic.Runtime.iltocpdb'))."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.IO.iltocpdb'))."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Linq.iltocpdb'))."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Linq.Expressions.iltocpdb'))."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.ObjectModel.iltocpdb'))."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.CoreLib.iltocpdb'))."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Interop.iltocpdb'))."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Reflection.iltocpdb'))."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Reflection.Core.iltocpdb'))."
"Message",Low,"Tehtävä IlcErrorTask ohitettiin virheellisen ehdon takia. Kohteen (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) arvoksi arvioitiin (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Reflection.Execution.iltocpdb'))."
